Claim Year,Claim Month,Month,Diagnosis Rollup,Rollup Category,Claim Count
2017,8,01-08-2017,Normal pregnancy,Non-Cancer,17
2017,8,01-08-2017,Osteoarthritis of hip,Non-Cancer,1
2017,8,01-08-2017,Sinusitis (disorder),Non-Cancer,2
2017,8,01-08-2017,Unknown,Unknown,131
2017,8,01-08-2017,Viral sinusitis (disorder),Non-Cancer,6
2017,9,01-09-2017,Acute bronchitis (disorder),Non-Cancer,3
2017,9,01-09-2017,Acute viral pharyngitis (disorder),Non-Cancer,4
2017,9,01-09-2017,Anemia (disorder),Non-Cancer,2
2017,9,01-09-2017,Breast Cancer,Cancer,9
2017,9,01-09-2017,Chronic congestive heart failure (disorder),Non-Cancer,16
2017,9,01-09-2017,Drug overdose,Non-Cancer,1
2017,9,01-09-2017,Gout,Non-Cancer,1
2017,9,01-09-2017,Hyperlipidemia,Non-Cancer,12
2017,9,01-09-2017,Lung Cancer (NSCLC),Cancer,1
2017,9,01-09-2017,Normal pregnancy,Non-Cancer,18
2017,9,01-09-2017,Streptococcal sore throat (disorder),Non-Cancer,1
2017,9,01-09-2017,Unknown,Unknown,122
2017,9,01-09-2017,Viral sinusitis (disorder),Non-Cancer,2
2017,10,01-10-2017,Acute viral pharyngitis (disorder),Non-Cancer,1
2017,10,01-10-2017,Alzheimer's disease (disorder),Non-Cancer,2
2017,10,01-10-2017,Asthma,Non-Cancer,1
2017,10,01-10-2017,Blighted ovum,Non-Cancer,1
2017,10,01-10-2017,Breast Cancer,Cancer,11
2017,10,01-10-2017,Fracture of forearm,Non-Cancer,1
2017,10,01-10-2017,Hyperlipidemia,Non-Cancer,7
2017,10,01-10-2017,Hypertension,Non-Cancer,1
2017,10,01-10-2017,Injury of tendon of the rotator cuff of shoulder,Non-Cancer,1
2017,10,01-10-2017,Normal pregnancy,Non-Cancer,13
2017,10,01-10-2017,Streptococcal sore throat (disorder),Non-Cancer,1
2017,10,01-10-2017,Unknown,Unknown,135
2017,10,01-10-2017,Viral sinusitis (disorder),Non-Cancer,11
2017,11,01-11-2017,Acute viral pharyngitis (disorder),Non-Cancer,3
2017,11,01-11-2017,Alzheimer's disease (disorder),Non-Cancer,1
2017,11,01-11-2017,Anemia (disorder),Non-Cancer,1
2017,11,01-11-2017,Asthma,Non-Cancer,1
2017,11,01-11-2017,Breast Cancer,Cancer,9
2017,11,01-11-2017,Drug overdose,Non-Cancer,1
2017,11,01-11-2017,Fracture of forearm,Non-Cancer,1
2017,11,01-11-2017,Hyperlipidemia,Non-Cancer,19
2017,11,01-11-2017,Injury of tendon of the rotator cuff of shoulder,Non-Cancer,1
2017,11,01-11-2017,Normal pregnancy,Non-Cancer,11
2017,11,01-11-2017,Sinusitis (disorder),Non-Cancer,1
2017,11,01-11-2017,Unknown,Unknown,162
2017,11,01-11-2017,Viral sinusitis (disorder),Non-Cancer,5
2017,12,01-12-2017,Acute bacterial sinusitis (disorder),Non-Cancer,1
2017,12,01-12-2017,Acute bronchitis (disorder),Non-Cancer,1
2017,12,01-12-2017,Acute viral pharyngitis (disorder),Non-Cancer,1
2017,12,01-12-2017,Alzheimer's disease (disorder),Non-Cancer,2
2017,12,01-12-2017,Anemia (disorder),Non-Cancer,1
2017,12,01-12-2017,Breast Cancer,Cancer,3
2017,12,01-12-2017,Drug overdose,Non-Cancer,2
2017,12,01-12-2017,First degree burn,Non-Cancer,1
2017,12,01-12-2017,Hyperlipidemia,Non-Cancer,12
2017,12,01-12-2017,Hypertension,Non-Cancer,1
2017,12,01-12-2017,Normal pregnancy,Non-Cancer,15
2017,12,01-12-2017,Otitis media,Non-Cancer,1
2017,12,01-12-2017,Sinusitis (disorder),Non-Cancer,1
2017,12,01-12-2017,Unknown,Unknown,140
2017,12,01-12-2017,Viral sinusitis (disorder),Non-Cancer,9
2018,1,01-01-2018,Acute bronchitis (disorder),Non-Cancer,2
2018,1,01-01-2018,Acute viral pharyngitis (disorder),Non-Cancer,4
2018,1,01-01-2018,Alzheimer's disease (disorder),Non-Cancer,2
2018,1,01-01-2018,Anemia (disorder),Non-Cancer,2
2018,1,01-01-2018,Breast Cancer,Cancer,2
2018,1,01-01-2018,Concussion with loss of consciousness,Non-Cancer,1
2018,1,01-01-2018,Drug overdose,Non-Cancer,2
2018,1,01-01-2018,Fracture of clavicle,Non-Cancer,1
2018,1,01-01-2018,Fracture of rib,Non-Cancer,1
2018,1,01-01-2018,Hyperlipidemia,Non-Cancer,7
2018,1,01-01-2018,Normal pregnancy,Non-Cancer,8
2018,1,01-01-2018,Osteoarthritis of hip,Non-Cancer,1
2018,1,01-01-2018,Posttraumatic stress disorder,Non-Cancer,1
2018,1,01-01-2018,Primary fibromyalgia syndrome,Non-Cancer,2
2018,1,01-01-2018,Second degree burn,Non-Cancer,1
2018,1,01-01-2018,Sinusitis (disorder),Non-Cancer,2
2018,1,01-01-2018,Streptococcal sore throat (disorder),Non-Cancer,2
2018,1,01-01-2018,Unknown,Unknown,141
2018,1,01-01-2018,Viral sinusitis (disorder),Non-Cancer,7
2018,2,01-02-2018,Acute bronchitis (disorder),Non-Cancer,2
2018,2,01-02-2018,Acute viral pharyngitis (disorder),Non-Cancer,6
2018,2,01-02-2018,Alzheimer's disease (disorder),Non-Cancer,1
2018,2,01-02-2018,Asthma,Non-Cancer,3
2018,2,01-02-2018,Breast Cancer,Cancer,3
2018,2,01-02-2018,Chronic congestive heart failure (disorder),Non-Cancer,4
2018,2,01-02-2018,Closed fracture of hip,Non-Cancer,1
2018,2,01-02-2018,Drug overdose,Non-Cancer,1
2018,2,01-02-2018,Fetus with unknown complication,Non-Cancer,1
2018,2,01-02-2018,Hyperlipidemia,Non-Cancer,9
2018,2,01-02-2018,Hypertension,Non-Cancer,1
2018,2,01-02-2018,Normal pregnancy,Non-Cancer,7
2018,2,01-02-2018,Posttraumatic stress disorder,Non-Cancer,3
2018,2,01-02-2018,Sinusitis (disorder),Non-Cancer,1
2018,2,01-02-2018,Streptococcal sore throat (disorder),Non-Cancer,1
2018,2,01-02-2018,Unknown,Unknown,132
2018,2,01-02-2018,Viral sinusitis (disorder),Non-Cancer,7
2018,3,01-03-2018,Acute bronchitis (disorder),Non-Cancer,2
2018,3,01-03-2018,Acute viral pharyngitis (disorder),Non-Cancer,2
2018,3,01-03-2018,Alzheimer's disease (disorder),Non-Cancer,2
2018,3,01-03-2018,Anemia (disorder),Non-Cancer,2
2018,3,01-03-2018,Asthma,Non-Cancer,2
2018,3,01-03-2018,Breast Cancer,Cancer,5
2018,3,01-03-2018,Chronic congestive heart failure (disorder),Non-Cancer,3
2018,3,01-03-2018,Closed fracture of hip,Non-Cancer,1
2018,3,01-03-2018,Colon Cancer,Cancer,1
2018,3,01-03-2018,Fracture of forearm,Non-Cancer,2
2018,3,01-03-2018,Fracture subluxation of wrist,Non-Cancer,1
2018,3,01-03-2018,Hyperlipidemia,Non-Cancer,18
2018,3,01-03-2018,Lung Cancer (NSCLC),Cancer,1
2018,3,01-03-2018,Normal pregnancy,Non-Cancer,5
2018,3,01-03-2018,Posttraumatic stress disorder,Non-Cancer,4
2018,3,01-03-2018,Sinusitis (disorder),Non-Cancer,2
2018,3,01-03-2018,Unknown,Unknown,142
2018,3,01-03-2018,Viral sinusitis (disorder),Non-Cancer,6
2018,4,01-04-2018,Acute bacterial sinusitis (disorder),Non-Cancer,1
2018,4,01-04-2018,Acute bronchitis (disorder),Non-Cancer,2
2018,4,01-04-2018,Acute viral pharyngitis (disorder),Non-Cancer,4
2018,4,01-04-2018,Anemia (disorder),Non-Cancer,1
2018,4,01-04-2018,Asthma,Non-Cancer,1
2018,4,01-04-2018,Breast Cancer,Cancer,8
2018,4,01-04-2018,Chronic congestive heart failure (disorder),Non-Cancer,4
2018,4,01-04-2018,Drug overdose,Non-Cancer,1
2018,4,01-04-2018,Escherichia coli urinary tract infection,Non-Cancer,1
2018,4,01-04-2018,First degree burn,Non-Cancer,1
2018,4,01-04-2018,Fracture of forearm,Non-Cancer,1
2018,4,01-04-2018,Hyperlipidemia,Non-Cancer,12
2018,4,01-04-2018,Normal pregnancy,Non-Cancer,4
2018,4,01-04-2018,Pneumonia,Non-Cancer,1
2018,4,01-04-2018,Posttraumatic stress disorder,Non-Cancer,4
2018,4,01-04-2018,Streptococcal sore throat (disorder),Non-Cancer,1
2018,4,01-04-2018,Unknown,Unknown,126
2018,4,01-04-2018,Viral sinusitis (disorder),Non-Cancer,7
2018,5,01-05-2018,Acute bacterial sinusitis (disorder),Non-Cancer,2
2018,5,01-05-2018,Acute bronchitis (disorder),Non-Cancer,3
2018,5,01-05-2018,Acute viral pharyngitis (disorder),Non-Cancer,4
2018,5,01-05-2018,Alzheimer's disease (disorder),Non-Cancer,1
2018,5,01-05-2018,Asthma,Non-Cancer,3
2018,5,01-05-2018,Breast Cancer,Cancer,6
2018,5,01-05-2018,Chronic congestive heart failure (disorder),Non-Cancer,1
2018,5,01-05-2018,Closed fracture of hip,Non-Cancer,1
2018,5,01-05-2018,Cystitis,Non-Cancer,1
2018,5,01-05-2018,Drug overdose,Non-Cancer,2
2018,5,01-05-2018,Escherichia coli urinary tract infection,Non-Cancer,1
2018,5,01-05-2018,Fracture of ankle,Non-Cancer,1
2018,5,01-05-2018,Fracture of vertebral column without spinal cord injury,Non-Cancer,1
2018,5,01-05-2018,Hyperlipidemia,Non-Cancer,7
2018,5,01-05-2018,Hypertension,Non-Cancer,1
2018,5,01-05-2018,Myocardial Infarction,Non-Cancer,1
2018,5,01-05-2018,Normal pregnancy,Non-Cancer,7
2018,5,01-05-2018,Posttraumatic stress disorder,Non-Cancer,4
2018,5,01-05-2018,Streptococcal sore throat (disorder),Non-Cancer,1
2018,5,01-05-2018,Unknown,Unknown,153
2018,5,01-05-2018,Viral sinusitis (disorder),Non-Cancer,10
2018,6,01-06-2018,Acute bacterial sinusitis (disorder),Non-Cancer,1
2018,6,01-06-2018,Alzheimer's disease (disorder),Non-Cancer,2
2018,6,01-06-2018,Anemia (disorder),Non-Cancer,1
2018,6,01-06-2018,Breast Cancer,Cancer,1
2018,6,01-06-2018,Chronic congestive heart failure (disorder),Non-Cancer,1
2018,6,01-06-2018,Chronic pain,Non-Cancer,1
2018,6,01-06-2018,Concussion with loss of consciousness,Non-Cancer,1
2018,6,01-06-2018,Drug overdose,Non-Cancer,2
2018,6,01-06-2018,Fracture of vertebral column without spinal cord injury,Non-Cancer,1
2018,6,01-06-2018,Hyperlipidemia,Non-Cancer,13
2018,6,01-06-2018,Normal pregnancy,Non-Cancer,9
2018,6,01-06-2018,Pneumonia,Non-Cancer,1
2018,6,01-06-2018,Posttraumatic stress disorder,Non-Cancer,3
2018,6,01-06-2018,Streptococcal sore throat (disorder),Non-Cancer,1
2018,6,01-06-2018,Unknown,Unknown,133
2018,6,01-06-2018,Viral sinusitis (disorder),Non-Cancer,4
2018,7,01-07-2018,Acute bacterial sinusitis (disorder),Non-Cancer,1
2018,7,01-07-2018,Acute bronchitis (disorder),Non-Cancer,4
2018,7,01-07-2018,Acute viral pharyngitis (disorder),Non-Cancer,1
2018,7,01-07-2018,Alzheimer's disease (disorder),Non-Cancer,1
2018,7,01-07-2018,Breast Cancer,Cancer,6
2018,7,01-07-2018,Closed fracture of hip,Non-Cancer,1
2018,7,01-07-2018,Drug overdose,Non-Cancer,1
2018,7,01-07-2018,Fracture of forearm,Non-Cancer,1
2018,7,01-07-2018,Hyperlipidemia,Non-Cancer,13
2018,7,01-07-2018,Hypertension,Non-Cancer,1
2018,7,01-07-2018,Normal pregnancy,Non-Cancer,7
2018,7,01-07-2018,Posttraumatic stress disorder,Non-Cancer,4
2018,7,01-07-2018,Prostate Cancer,Cancer,1
2018,7,01-07-2018,Stroke,Non-Cancer,1
2018,7,01-07-2018,Unknown,Unknown,129
2018,7,01-07-2018,Viral sinusitis (disorder),Non-Cancer,5
2018,8,01-08-2018,Acute bronchitis (disorder),Non-Cancer,3
2018,8,01-08-2018,Acute viral pharyngitis (disorder),Non-Cancer,4
2018,8,01-08-2018,Alzheimer's disease (disorder),Non-Cancer,2
2018,8,01-08-2018,Appendicitis,Non-Cancer,2
2018,8,01-08-2018,Asthma,Non-Cancer,3
2018,8,01-08-2018,Breast Cancer,Cancer,5
2018,8,01-08-2018,Fracture of ankle,Non-Cancer,1
2018,8,01-08-2018,Fracture of forearm,Non-Cancer,1
2018,8,01-08-2018,Fracture subluxation of wrist,Non-Cancer,1
2018,8,01-08-2018,Hyperlipidemia,Non-Cancer,12
2018,8,01-08-2018,Injury of anterior cruciate ligament,Non-Cancer,1
2018,8,01-08-2018,Normal pregnancy,Non-Cancer,14
2018,8,01-08-2018,Posttraumatic stress disorder,Non-Cancer,4
2018,8,01-08-2018,Unknown,Unknown,135
2018,8,01-08-2018,Viral sinusitis (disorder),Non-Cancer,6
2018,9,01-09-2018,Acute viral pharyngitis (disorder),Non-Cancer,3
2018,9,01-09-2018,Alzheimer's disease (disorder),Non-Cancer,1
2018,9,01-09-2018,Breast Cancer,Cancer,14
2018,9,01-09-2018,Chronic congestive heart failure (disorder),Non-Cancer,3
2018,9,01-09-2018,Closed fracture of hip,Non-Cancer,1
2018,9,01-09-2018,Drug overdose,Non-Cancer,1
2018,9,01-09-2018,Escherichia coli urinary tract infection,Non-Cancer,1
2018,9,01-09-2018,Fracture of ankle,Non-Cancer,2
2018,9,01-09-2018,Gout,Non-Cancer,1
2018,9,01-09-2018,Hyperlipidemia,Non-Cancer,12
2018,9,01-09-2018,Hypertension,Non-Cancer,1
2018,9,01-09-2018,Normal pregnancy,Non-Cancer,11
2018,9,01-09-2018,Osteoarthritis of hip,Non-Cancer,1
2018,9,01-09-2018,Posttraumatic stress disorder,Non-Cancer,3
2018,9,01-09-2018,Streptococcal sore throat (disorder),Non-Cancer,1
2018,9,01-09-2018,Unknown,Unknown,119
2018,9,01-09-2018,Viral sinusitis (disorder),Non-Cancer,6
2018,10,01-10-2018,Acute bronchitis (disorder),Non-Cancer,1
2018,10,01-10-2018,Acute viral pharyngitis (disorder),Non-Cancer,5
2018,10,01-10-2018,Alzheimer's disease (disorder),Non-Cancer,2
2018,10,01-10-2018,Breast Cancer,Cancer,10
2018,10,01-10-2018,Chronic congestive heart failure (disorder),Non-Cancer,6
2018,10,01-10-2018,Concussion with no loss of consciousness,Non-Cancer,1
2018,10,01-10-2018,Contact dermatitis,Non-Cancer,1
2018,10,01-10-2018,Drug overdose,Non-Cancer,2
2018,10,01-10-2018,First degree burn,Non-Cancer,1
2018,10,01-10-2018,Fracture of forearm,Non-Cancer,1
2018,10,01-10-2018,Hyperlipidemia,Non-Cancer,7
2018,10,01-10-2018,Normal pregnancy,Non-Cancer,10
2018,10,01-10-2018,Posttraumatic stress disorder,Non-Cancer,5
2018,10,01-10-2018,Prostate Cancer,Cancer,1
2018,10,01-10-2018,Streptococcal sore throat (disorder),Non-Cancer,1
2018,10,01-10-2018,Unknown,Unknown,113
2018,10,01-10-2018,Viral sinusitis (disorder),Non-Cancer,7
2018,11,01-11-2018,Acute Cholecystitis,Non-Cancer,1
2018,11,01-11-2018,Acute bacterial sinusitis (disorder),Non-Cancer,1
2018,11,01-11-2018,Acute bronchitis (disorder),Non-Cancer,3
2018,11,01-11-2018,Acute viral pharyngitis (disorder),Non-Cancer,4
2018,11,01-11-2018,Alzheimer's disease (disorder),Non-Cancer,2
2018,11,01-11-2018,Breast Cancer,Cancer,7
2018,11,01-11-2018,Chronic congestive heart failure (disorder),Non-Cancer,17
2018,11,01-11-2018,Concussion with loss of consciousness,Non-Cancer,1
2018,11,01-11-2018,First degree burn,Non-Cancer,1
2018,11,01-11-2018,Fracture of forearm,Non-Cancer,1
2018,11,01-11-2018,Hyperlipidemia,Non-Cancer,19
2018,11,01-11-2018,Normal pregnancy,Non-Cancer,9
2018,11,01-11-2018,Posttraumatic stress disorder,Non-Cancer,3
2018,11,01-11-2018,Streptococcal sore throat (disorder),Non-Cancer,1
2018,11,01-11-2018,Unknown,Unknown,130
2018,11,01-11-2018,Viral sinusitis (disorder),Non-Cancer,5
2018,12,01-12-2018,Acute bacterial sinusitis (disorder),Non-Cancer,1
2018,12,01-12-2018,Acute bronchitis (disorder),Non-Cancer,3
2018,12,01-12-2018,Acute viral pharyngitis (disorder),Non-Cancer,2
2018,12,01-12-2018,Alzheimer's disease (disorder),Non-Cancer,2
2018,12,01-12-2018,Asthma,Non-Cancer,1
2018,12,01-12-2018,Breast Cancer,Cancer,3
2018,12,01-12-2018,Chronic congestive heart failure (disorder),Non-Cancer,31
2018,12,01-12-2018,Colon Cancer,Cancer,1
2018,12,01-12-2018,Concussion with no loss of consciousness,Non-Cancer,1
2018,12,01-12-2018,Fracture of clavicle,Non-Cancer,1
2018,12,01-12-2018,Fracture subluxation of wrist,Non-Cancer,1
2018,12,01-12-2018,Hyperlipidemia,Non-Cancer,12
2018,12,01-12-2018,Normal pregnancy,Non-Cancer,12
2018,12,01-12-2018,Posttraumatic stress disorder,Non-Cancer,3
2018,12,01-12-2018,Sinusitis (disorder),Non-Cancer,1
2018,12,01-12-2018,Streptococcal sore throat (disorder),Non-Cancer,1
2018,12,01-12-2018,Unknown,Unknown,136
2018,12,01-12-2018,Viral sinusitis (disorder),Non-Cancer,10
2019,1,01-01-2019,Acute bacterial sinusitis (disorder),Non-Cancer,1
2019,1,01-01-2019,Acute bronchitis (disorder),Non-Cancer,5
2019,1,01-01-2019,Acute viral pharyngitis (disorder),Non-Cancer,2
2019,1,01-01-2019,Alzheimer's disease (disorder),Non-Cancer,3
2019,1,01-01-2019,Asthma,Non-Cancer,1
2019,1,01-01-2019,Breast Cancer,Cancer,3
2019,1,01-01-2019,Chronic congestive heart failure (disorder),Non-Cancer,14
2019,1,01-01-2019,Cystitis,Non-Cancer,1
2019,1,01-01-2019,Fracture of forearm,Non-Cancer,1
2019,1,01-01-2019,Gout,Non-Cancer,1
2019,1,01-01-2019,Hyperlipidemia,Non-Cancer,7
2019,1,01-01-2019,Normal pregnancy,Non-Cancer,19
2019,1,01-01-2019,Posttraumatic stress disorder,Non-Cancer,5
2019,1,01-01-2019,Sinusitis (disorder),Non-Cancer,1
2019,1,01-01-2019,Unknown,Unknown,141
2019,1,01-01-2019,Viral sinusitis (disorder),Non-Cancer,4
2019,2,01-02-2019,Acute bacterial sinusitis (disorder),Non-Cancer,2
2019,2,01-02-2019,Acute bronchitis (disorder),Non-Cancer,5
2019,2,01-02-2019,Acute viral pharyngitis (disorder),Non-Cancer,1
2019,2,01-02-2019,Alzheimer's disease (disorder),Non-Cancer,2
2019,2,01-02-2019,Breast Cancer,Cancer,5
2019,2,01-02-2019,Chronic congestive heart failure (disorder),Non-Cancer,7
2019,2,01-02-2019,Hyperlipidemia,Non-Cancer,7
2019,2,01-02-2019,Lung Cancer (NSCLC),Cancer,1
2019,2,01-02-2019,Normal pregnancy,Non-Cancer,11
2019,2,01-02-2019,Posttraumatic stress disorder,Non-Cancer,3
2019,2,01-02-2019,Prostate Cancer,Cancer,1
2019,2,01-02-2019,Unknown,Unknown,125
2019,2,01-02-2019,Viral sinusitis (disorder),Non-Cancer,4
2019,3,01-03-2019,Acute bronchitis (disorder),Non-Cancer,3
2019,3,01-03-2019,Acute viral pharyngitis (disorder),Non-Cancer,2
2019,3,01-03-2019,Alzheimer's disease (disorder),Non-Cancer,1
2019,3,01-03-2019,Anemia (disorder),Non-Cancer,1
2019,3,01-03-2019,Breast Cancer,Cancer,5
2019,3,01-03-2019,Cardiac Arrest,Non-Cancer,1
2019,3,01-03-2019,Chronic congestive heart failure (disorder),Non-Cancer,2
2019,3,01-03-2019,Concussion with no loss of consciousness,Non-Cancer,1
2019,3,01-03-2019,Drug overdose,Non-Cancer,2
2019,3,01-03-2019,Familial Alzheimer's disease of early onset (disorder),Non-Cancer,1
2019,3,01-03-2019,Fracture of forearm,Non-Cancer,1
2019,3,01-03-2019,Gout,Non-Cancer,1
2019,3,01-03-2019,Hyperlipidemia,Non-Cancer,17
2019,3,01-03-2019,Normal pregnancy,Non-Cancer,13
2019,3,01-03-2019,Osteoarthritis of hip,Non-Cancer,1
2019,3,01-03-2019,Posttraumatic stress disorder,Non-Cancer,4
2019,3,01-03-2019,Prostate Cancer,Cancer,1
2019,3,01-03-2019,Sinusitis (disorder),Non-Cancer,1
2019,3,01-03-2019,Unknown,Unknown,162
2019,3,01-03-2019,Viral sinusitis (disorder),Non-Cancer,7
2019,4,01-04-2019,Acute bronchitis (disorder),Non-Cancer,4
2019,4,01-04-2019,Acute viral pharyngitis (disorder),Non-Cancer,5
2019,4,01-04-2019,Alzheimer's disease (disorder),Non-Cancer,2
2019,4,01-04-2019,Breast Cancer,Cancer,9
2019,4,01-04-2019,Chronic congestive heart failure (disorder),Non-Cancer,1
2019,4,01-04-2019,Fracture of forearm,Non-Cancer,1
2019,4,01-04-2019,Hyperlipidemia,Non-Cancer,11
2019,4,01-04-2019,Impacted molars,Non-Cancer,1
2019,4,01-04-2019,Normal pregnancy,Non-Cancer,7
2019,4,01-04-2019,Sinusitis (disorder),Non-Cancer,2
2019,4,01-04-2019,Unknown,Unknown,131
2019,4,01-04-2019,Viral sinusitis (disorder),Non-Cancer,3
2019,5,01-05-2019,Acute bronchitis (disorder),Non-Cancer,3
2019,5,01-05-2019,Acute viral pharyngitis (disorder),Non-Cancer,1
2019,5,01-05-2019,Alzheimer's disease (disorder),Non-Cancer,3
2019,5,01-05-2019,Anemia (disorder),Non-Cancer,1
2019,5,01-05-2019,Breast Cancer,Cancer,6
2019,5,01-05-2019,Chronic congestive heart failure (disorder),Non-Cancer,3
2019,5,01-05-2019,Cystitis,Non-Cancer,2
2019,5,01-05-2019,Drug overdose,Non-Cancer,2
2019,5,01-05-2019,First degree burn,Non-Cancer,1
2019,5,01-05-2019,Fracture of forearm,Non-Cancer,1
2019,5,01-05-2019,Hyperlipidemia,Non-Cancer,7
2019,5,01-05-2019,Normal pregnancy,Non-Cancer,10
2019,5,01-05-2019,Prostate Cancer,Cancer,1
2019,5,01-05-2019,Sinusitis (disorder),Non-Cancer,3
2019,5,01-05-2019,Streptococcal sore throat (disorder),Non-Cancer,1
2019,5,01-05-2019,Unknown,Unknown,141
2019,5,01-05-2019,Viral sinusitis (disorder),Non-Cancer,7
2019,6,01-06-2019,Acute bacterial sinusitis (disorder),Non-Cancer,1
2019,6,01-06-2019,Acute bronchitis (disorder),Non-Cancer,1
2019,6,01-06-2019,Acute viral pharyngitis (disorder),Non-Cancer,2
2019,6,01-06-2019,Alzheimer's disease (disorder),Non-Cancer,2
2019,6,01-06-2019,Anemia (disorder),Non-Cancer,1
2019,6,01-06-2019,Asthma,Non-Cancer,1
2019,6,01-06-2019,Drug overdose,Non-Cancer,1
2019,6,01-06-2019,Fracture subluxation of wrist,Non-Cancer,1
2019,6,01-06-2019,Hyperlipidemia,Non-Cancer,13
2019,6,01-06-2019,Normal pregnancy,Non-Cancer,10
2019,6,01-06-2019,Streptococcal sore throat (disorder),Non-Cancer,1
2019,6,01-06-2019,Unknown,Unknown,134
2019,6,01-06-2019,Viral sinusitis (disorder),Non-Cancer,6
2019,7,01-07-2019,Acute bronchitis (disorder),Non-Cancer,1
2019,7,01-07-2019,Acute viral pharyngitis (disorder),Non-Cancer,3
2019,7,01-07-2019,Alzheimer's disease (disorder),Non-Cancer,1
2019,7,01-07-2019,Anemia (disorder),Non-Cancer,2
2019,7,01-07-2019,Breast Cancer,Cancer,2
2019,7,01-07-2019,Fetus with unknown complication,Non-Cancer,1
2019,7,01-07-2019,Hyperlipidemia,Non-Cancer,14
2019,7,01-07-2019,Normal pregnancy,Non-Cancer,7
2019,7,01-07-2019,Sinusitis (disorder),Non-Cancer,1
2019,7,01-07-2019,Unknown,Unknown,170
2019,7,01-07-2019,Viral sinusitis (disorder),Non-Cancer,5
2019,8,01-08-2019,Acute bronchitis (disorder),Non-Cancer,1
2019,8,01-08-2019,Acute viral pharyngitis (disorder),Non-Cancer,4
2019,8,01-08-2019,Alzheimer's disease (disorder),Non-Cancer,1
2019,8,01-08-2019,Breast Cancer,Cancer,3
2019,8,01-08-2019,Chronic congestive heart failure (disorder),Non-Cancer,2
2019,8,01-08-2019,Colon Cancer,Cancer,2
2019,8,01-08-2019,Concussion with loss of consciousness,Non-Cancer,1
2019,8,01-08-2019,Fracture of forearm,Non-Cancer,1
2019,8,01-08-2019,Fracture of rib,Non-Cancer,1
2019,8,01-08-2019,Fracture subluxation of wrist,Non-Cancer,1
2019,8,01-08-2019,Hyperlipidemia,Non-Cancer,12
2019,8,01-08-2019,Normal pregnancy,Non-Cancer,7
2019,8,01-08-2019,Osteoarthritis of knee,Non-Cancer,1
2019,8,01-08-2019,Unknown,Unknown,132
2019,8,01-08-2019,Viral sinusitis (disorder),Non-Cancer,4
2019,9,01-09-2019,Acute bronchitis (disorder),Non-Cancer,2
2019,9,01-09-2019,Acute viral pharyngitis (disorder),Non-Cancer,3
2019,9,01-09-2019,Alzheimer's disease (disorder),Non-Cancer,1
2019,9,01-09-2019,Breast Cancer,Cancer,16
2019,9,01-09-2019,Chronic congestive heart failure (disorder),Non-Cancer,3
2019,9,01-09-2019,Closed fracture of hip,Non-Cancer,1
2019,9,01-09-2019,Fracture of ankle,Non-Cancer,1
2019,9,01-09-2019,Hyperlipidemia,Non-Cancer,14
2019,9,01-09-2019,Myocardial Infarction,Non-Cancer,1
2019,9,01-09-2019,Normal pregnancy,Non-Cancer,3
2019,9,01-09-2019,Unknown,Unknown,113
2019,9,01-09-2019,Viral sinusitis (disorder),Non-Cancer,3
2019,10,01-10-2019,Acute bronchitis (disorder),Non-Cancer,4
2019,10,01-10-2019,Acute viral pharyngitis (disorder),Non-Cancer,5
2019,10,01-10-2019,Alzheimer's disease (disorder),Non-Cancer,2
2019,10,01-10-2019,Asthma,Non-Cancer,1
2019,10,01-10-2019,Breast Cancer,Cancer,9
2019,10,01-10-2019,Chronic congestive heart failure (disorder),Non-Cancer,1
2019,10,01-10-2019,Closed fracture of hip,Non-Cancer,1
2019,10,01-10-2019,Drug overdose,Non-Cancer,2
2019,10,01-10-2019,Hyperlipidemia,Non-Cancer,5
2019,10,01-10-2019,Normal pregnancy,Non-Cancer,4
2019,10,01-10-2019,Streptococcal sore throat (disorder),Non-Cancer,1
2019,10,01-10-2019,Unknown,Unknown,125
2019,10,01-10-2019,Viral sinusitis (disorder),Non-Cancer,9
2019,11,01-11-2019,Acute bronchitis (disorder),Non-Cancer,3
2019,11,01-11-2019,Acute viral pharyngitis (disorder),Non-Cancer,1
2019,11,01-11-2019,Alzheimer's disease (disorder),Non-Cancer,1
2019,11,01-11-2019,Anemia (disorder),Non-Cancer,1
2019,11,01-11-2019,Asthma,Non-Cancer,3
2019,11,01-11-2019,Breast Cancer,Cancer,5
2019,11,01-11-2019,Chronic congestive heart failure (disorder),Non-Cancer,1
2019,11,01-11-2019,Escherichia coli urinary tract infection,Non-Cancer,1
2019,11,01-11-2019,Fracture of forearm,Non-Cancer,1
2019,11,01-11-2019,Hyperlipidemia,Non-Cancer,19
2019,11,01-11-2019,Idiopathic atrophic hypothyroidism,Non-Cancer,1
2019,11,01-11-2019,Myocardial Infarction,Non-Cancer,1
2019,11,01-11-2019,Normal pregnancy,Non-Cancer,6
2019,11,01-11-2019,Osteoarthritis of knee,Non-Cancer,1
2019,11,01-11-2019,Sinusitis (disorder),Non-Cancer,1
2019,11,01-11-2019,Streptococcal sore throat (disorder),Non-Cancer,1
2019,11,01-11-2019,Unknown,Unknown,140
2019,11,01-11-2019,Viral sinusitis (disorder),Non-Cancer,1
2019,12,01-12-2019,Acute bronchitis (disorder),Non-Cancer,4
2019,12,01-12-2019,Acute viral pharyngitis (disorder),Non-Cancer,5
